,Unnamed: 0,Country or region,Overall rank,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Year,geometry
666,656,Panama,31,6.321,1.149,1.442,0.91,0.516,0.054,0.109,2019,"POLYGON ((-77.35336076527386 8.67050466555807, -77.47472286651133 8.524286200388218, -77.24256649444008 7.935278225125444, -77.43110795765699 7.638061224798734, -77.7534138658614 7.709839789252143, -77.88157141794525 7.223771267114785, -78.21493608266012 7.512254950384161, -78.42916073272607 8.052041123888927, -78.18209570993864 8.319182440621773, -78.4354652574657 8.38770538984079, -78.62212053090394 8.718124497915028, -79.12030717641375 8.996092027213024, -79.55787736684519 8.932374986197146, -79.76057817251005 8.5845150822244, -80.16448116730334 8.333315944853595, -80.38265906443962 8.298408514840432, -80.4806892564973 8.09030752200107, -80.00368994822716 7.547524115423372, -80.276670701809 7.419754136581716, -80.42115800649708 7.271571966984765, -80.8864009264208 7.220541490096537, -81.05954281281473 7.817921047390597, -81.18971574575795 7.64790558515034, -81.51951473664468 7.706610012233909, -81.72131120474447 8.108962714058435, -82.13144120962892 8.175392767769637, -82.39093441438257 8.29236237226229, -82.82008134635042 8.290863755725823, -82.85095801464482 8.073822740099956, -82.96578304719736 8.225027980985985, -82.91317643912421 8.42351715741907, -82.82977067740516 8.62629547773237, -82.86865719270477 8.807266343618522, -82.71918311230053 8.925708726431495, -82.92715491405916 9.074330145702916, -82.93289099804358 9.476812038608173, -82.54619625520348 9.566134751824677, -82.18712256542341 9.20744863528678, -82.20758643261097 8.9955752628901, -81.80856686066929 8.950616766796173, -81.71415401887204 9.031955471223583, -81.43928707551154 8.786234035675719, -80.94730160187676 8.858503526235907, -80.52190121125008 9.111072089062432, -79.91459977895599 9.31276520429762, -79.57330278188431 9.611610012241528, -79.02119177927793 9.552931423374105, -79.05845048696037 9.454565334506526, -78.50088762074719 9.420458889193881, -78.05592770049802 9.2477304142583, -77.72951351592641 8.946844387238869, -77.35336076527386 8.67050466555807))"
667,657,Brazil,32,6.3,1.004,1.439,0.802,0.39,0.086,0.099,2019,"POLYGON ((-53.373661668498244 -33.768377780900764, -53.6505439927181 -33.20200408298183, -53.209588995971544 -32.727666110974724, -53.78795162618219 -32.047242526987624, -54.57245154480512 -31.494511407193748, -55.601510179249345 -30.853878676071393, -55.97324459494094 -30.883075860316303, -56.976025763564735 -30.109686374636127, -57.62513342958296 -30.21629485445426, -56.29089962423908 -28.852760512000895, -55.16228634298457 -27.881915378533463, -54.490725267135524 -27.47475676850579, -53.64873531758789 -26.92347258881609, -53.628348965048744 -26.124865004177472, -54.13004960795439 -25.547639255477254, -54.625290696823576 -25.739255466415514, -54.42894609233059 -25.162184747012166, -54.29347632507745 -24.570799655863965, -54.29295956075452 -24.02101409271073, -54.65283423523513 -23.83957813893396, -55.02790178080955 -24.00127369557523, -55.40074723979542 -23.956935316668805, -55.517639329639636 -23.571997572526637, -55.610682745981144 -22.655619398694846, -55.79795813660691 -22.356929620047822, -56.47331743022939 -22.086300144135283, -56.8815095689029 -22.28215382252148, -57.937155727761294 -22.090175876557172, -57.8706739976178 -20.73268767668195, -58.166392381408045 -20.176700941653678, -57.85380164247451 -19.96999521248619, -57.949997321185826 -19.40000416430682, -57.67600887717431 -18.96183969490403, -57.49837114117099 -18.174187513911292, -57.734558274961 -17.55246835700777, -58.28080400250225 -17.271710300366017, -58.38805843772404 -16.877109063385276, -58.24121985536668 -16.299573256091293, -60.158389655179036 -16.258283786690086, -60.54296566429515 -15.093910414289596, -60.251148851142936 -15.07721892665932, -60.26432634137737 -14.645979099183641, -60.45919816755003 -14.354007256734555, -60.503304002511136 -13.775954685117659, -61.08412126325565 -13.479383640194598, -61.71320431176078 -13.489202162330052, -62.127080857986385 -13.198780612849724, -62.803060268796386 -13.000653171442686, -63.19649878605057 -12.627032565972435, -64.3163529120316 -12.461978041232193, -65.40228146021303 -11.566270440317155, -65.32189876978302 -10.895872084194679, -65.44483700220539 -10.511451104375432, -65.33843522811642 -9.761987806846392, -66.6469083319628 -9.931331475466862, -67.17380123561074 -10.306812432499612, -68.04819230820539 -10.712059014532485, -68.27125362819326 -11.01452117273682, -68.78615759954948 -11.03638030359628, -69.52967810736496 -10.951734307502194, -70.0937522040469 -11.123971856331012, -70.54868567572841 -11.009146823778465, -70.48189388699117 -9.490118096558845, -71.30241227892154 -10.079436130415374, -72.18489071316985 -10.053597914269432, -72.56303300646564 -9.520193780152717, -73.22671342639016 -9.462212823121234, -73.01538265653255 -9.032833347208062, -73.57105933296707 -8.424446709835834, -73.98723548042966 -7.523829847853065, -73.7234014553635 -7.340998630404414, -73.72448666044164 -6.91859547285064, -73.1200274319236 -6.629930922068239, -73.21971126981461 -6.089188734566078, -72.9645072089412 -5.741251315944893, -72.89192765978726 -5.274561455916981, -71.74840572781655 -4.593982842633011, -70.92884334988358 -4.401591485210368, -70.7947688463023 -4.251264743673303, -69.89363521999663 -4.298186944194327, -69.44410193548961 -1.556287123219818, -69.42048580593223 -1.122618503426409, -69.5770653957766 -0.549991957200163, -70.02065589057005 -0.185156345219539, -70.01556576198931 0.541414292804205, -69.45239600287246 0.706158758950693, -69.25243404811906 0.602650865070075, -69.21863766140018 0.985676581217433, -69.80459672715773 1.089081122233466, -69.81697323269162 1.714805202639624, -67.86856502955884 1.692455145673392, -67.5378100246747 2.03716278727633, -67.2599975246736 1.719998684084956, -67.0650481838525 1.130112209473225, -66.87632585312258 1.253360500489336, -66.32576514348496 0.724452215982012, -65.54826738143757 0.78925446207603, -65.35471330428837 1.0952822941085, -64.61101192895987 1.328730576987042, -64.19930579289051 1.49285492594602, -64.08308549666609 1.91636912679408, -63.368788011311665 2.200899562993129, -63.42286739770512 2.411067613124175, -64.2699991522658 2.497005520025567, -64.40882788761792 3.126786200366624, -64.3684944322141 3.797210394705246, -64.81606401229402 4.056445217297423, -64.62865943058755 4.14848094320925, -63.88834286157416 4.020530096854571, -63.093197597899106 3.770571193858785, -62.804533047116706 4.006965033377952, -62.08542965355913 4.162123521334308, -60.96689327660154 4.536467596856639, -60.601179165271944 4.91809804933213, -60.73357418480372 5.200277207861901, -60.21368343773133 5.244486395687602, -59.980958624904886 5.014061184098139, -60.11100236676738 4.574966538914083, -59.767405768458715 4.423502915866607, -59.53803992373123 3.958802598481938, -59.815413174057866 3.606498521332085, -59.97452490908456 2.755232652188056, -59.71854570172675 2.24963043864436, -59.64604366722126 1.786893825686789, -59.03086157900265 1.317697658692722, -58.540012986878295 1.268088283692521, -58.429477098205965 1.463941962078721, -58.11344987652502 1.507195135907025, -57.66097103537737 1.682584947105639, -57.335822923396904 1.948537705895759, -56.78270423036083 1.863710842288654, -56.539385748914555 1.899522609866921, -55.995698004771754 1.817667141116601, -55.905600145070885 2.02199575439866, -56.0733418442903 2.220794989425499, -55.973322109589375 2.510363877773017, -55.569755011606 2.421506252447131, -55.09758744975514 2.523748073736613, -54.524754197799716 2.311848863123785, -54.08806250671725 2.105556545414629, -53.77852067728892 2.376702785650082, -53.554839240113544 2.334896551925951, -53.41846513529531 2.053389187015981, -52.939657151894956 2.124857692875636, -52.55642473001842 2.504705308437053, -52.249337531123956 3.241094468596245, -51.65779741067889 4.156232408053029, -51.31714636901086 4.203490505383954, -51.069771287629656 3.650397650564031, -50.508875291533656 1.901563828942457, -49.97407589374506 1.736483465986069, -49.94710079608871 1.046189683431223, -50.699251268096916 0.222984117021682, -50.38821082213214 -0.078444512536819, -48.62056677915632 -0.235489190271821, -48.58449662941659 -1.237805271005001, -47.824956427590635 -0.5816179337628, -46.566583624851226 -0.941027520352776, -44.905703090990414 -1.551739597178134, -44.417619187993665 -2.137750339367976, -44.58158850765578 -2.691308282078524, -43.418791266440195 -2.383110039889793, -41.47265682632825 -2.912018324397116, -39.97866533055404 -2.873054294449041, -38.50038347019657 -3.700652357603396, -37.2232521225352 -4.820945733258917, -36.45293738457639 -5.109403578312154, -35.59779578301047 -5.149504489770649, -35.23538896334756 -5.464937432480247, -34.89602983248683 -6.738193047719711, -34.729993455533034 -7.343220716992967, -35.12821204277422 -8.996401462442286, -35.636966518687714 -9.649281508017815, -37.046518724097 -11.040721123908803, -37.68361161960736 -12.171194756725823, -38.42387651218844 -13.038118584854288, -38.67388709161652 -13.057652276260619, -38.953275722802545 -13.793369642800023, -38.88229814304965 -15.667053724838768, -39.16109249526431 -17.208406670808472, -39.2673392400564 -17.867746270420483, -39.58352149103423 -18.262295830968938, -39.76082333022764 -19.59911345792741, -40.77474077001034 -20.904511814052423, -40.94475623225061 -21.93731698983781, -41.754164191238225 -22.370675551037458, -41.98828426773656 -22.970070489190896, -43.07470374202475 -22.96769337330547, -44.64781185563781 -23.351959323827842, -45.35213578955992 -23.796841729428582, -46.47209326840554 -24.088968601174543, -47.64897233742066 -24.885199069927722, -48.4954581365777 -25.877024834905654, -48.64100480812774 -26.623697605090932, -48.474735887228654 -27.17591196056189, -48.661520351747626 -28.18613453543572, -48.8884574041574 -28.674115085567884, -49.587329474472675 -29.224469089476337, -50.696874152211485 -30.98446502047296, -51.576226162306156 -31.77769825615321, -52.256081305538046 -32.24536996839467, -52.712099982297694 -33.19657805759118, -53.373661668498244 -33.768377780900764))"
668,658,Uruguay,33,6.293,1.124,1.465,0.891,0.523,0.15,0.127,2019,"POLYGON ((-57.62513342958296 -30.21629485445426, -56.976025763564735 -30.109686374636127, -55.97324459494094 -30.883075860316303, -55.601510179249345 -30.853878676071393, -54.57245154480512 -31.494511407193748, -53.78795162618219 -32.047242526987624, -53.209588995971544 -32.727666110974724, -53.6505439927181 -33.20200408298183, -53.373661668498244 -33.768377780900764, -53.806425950726535 -34.39681487400223, -54.93586605489773 -34.952646579733624, -55.67408972840329 -34.75265878676407, -56.21529700379607 -34.85983570733742, -57.1396850246331 -34.430456231424245, -57.81786068381551 -34.4625472958775, -58.42707414410439 -33.909454441057576, -58.349611172098875 -33.26318897881541, -58.13264767112145 -33.040566908502015, -58.14244035504076 -32.044503676076154, -57.87493730328188 -31.016556084926208, -57.62513342958296 -30.21629485445426))"
669,659,Singapore,34,6.262,1.572,1.463,1.141,0.556,0.453,0.271,2019,
670,660,El Salvador,35,6.253,0.794,1.242,0.789,0.43,0.074,0.093,2019,"POLYGON ((-89.35332597528281 14.424132798719086, -89.05851192905766 14.340029405164087, -88.84307288283284 14.14050670008517, -88.541230841816 13.980154730683479, -88.50399797234971 13.845485948130857, -88.06534257684014 13.964625962779778, -87.85951534702161 13.893312486217098, -87.7235029772294 13.785050360565506, -87.79311113152657 13.384480495655055, -87.90411210808952 13.149016831917137, -88.48330156121682 13.163951320849492, -88.84322791212972 13.259733588102478, -89.2567427233293 13.458532823129303, -89.81239356154767 13.520622056527998, -90.09555457229098 13.735337632700734, -90.0646779039966 13.881969509328925, -89.72193396682073 14.134228013561696, -89.53421932652051 14.244815578666305, -89.58734269891656 14.36258616785949, -89.35332597528281 14.424132798719086))"
671,661,Italy,36,6.223,1.294,1.488,1.039,0.231,0.03,0.158,2019,
672,662,Bahrain,37,6.199,1.362,1.368,0.871,0.536,0.11,0.255,2019,
673,663,Slovakia,38,6.198,1.246,1.504,0.881,0.334,0.014,0.121,2019,"POLYGON ((22.558137648211755 49.085738023467144, 22.28084191253356 48.82539215758067, 22.085608351334855 48.42226430927179, 21.872236362401736 48.31997081155002, 20.801293979584926 48.623854071642384, 20.473562045989866 48.562850043321816, 20.239054396249347 48.32756724709692, 19.769470656013112 48.202691148463614, 19.661363559658497 48.26661489520866, 19.17436486173989 48.11137889260387, 18.77702477384767 48.081768296900634, 18.696512892336926 47.880953681014404, 17.857132602620027 47.75842886005037, 17.48847293464982 47.867466132186216, 16.979666782304037 48.123497015976305, 16.879982944413 48.47001333270947, 16.960288120194576 48.5969823268506, 17.101984897538898 48.816968899117114, 17.545006951577108 48.80001902932537, 17.88648481616181 48.90347524677371, 17.913511590250465 48.996492824899086, 18.104972771891852 49.04398346617531, 18.170498488037964 49.271514797556435, 18.399993523846177 49.31500051533004, 18.554971144289482 49.495015367218784, 18.853144158613617 49.49622976337764, 18.90957482267632 49.435845852244576, 19.320712517990472 49.571574001659194, 19.825022820726872 49.21712535256923, 20.415839471119853 49.43145335549977, 20.887955356538413 49.32877228453583, 21.607808058364213 49.47010732685409, 22.558137648211755 49.085738023467144))"
674,664,Trinidad & Tobago,39,6.192,1.231,1.477,0.713,0.489,0.016,0.185,2019,
675,665,Poland,40,6.182,1.206,1.438,0.884,0.483,0.05,0.117,2019,"POLYGON ((23.48412763844985 53.91249766704114, 23.527535841575002 53.470121568406555, 23.80493493011778 53.089731350306074, 23.79919884613338 52.69109935160657, 23.199493849386187 52.48697744405367, 23.508002150168693 52.02364655212473, 23.52707075368437 51.57845408793031, 24.029985792748903 50.70540660257518, 23.92275719574326 50.42488108987874, 23.426508416444392 50.30850576435745, 22.518450148211603 49.47677358661974, 22.776418898212626 49.02739533140962, 22.558137648211755 49.085738023467144, 21.607808058364213 49.47010732685409, 20.887955356538413 49.32877228453583, 20.415839471119853 49.43145335549977, 19.825022820726872 49.21712535256923, 19.320712517990472 49.571574001659194, 18.90957482267632 49.435845852244576, 18.853144158613617 49.49622976337764, 18.392913852622172 49.98862864847075, 17.64944502123899 50.049038397819956, 17.55456709155112 50.36214590107642, 16.86876915860566 50.47397370055603, 16.719475945714436 50.21574656839354, 16.176253289462267 50.42260732685791, 16.23862674323857 50.69773265237984, 15.490972120839729 50.78472992614321, 15.01699588385867 51.10667409932158, 14.607098422919535 51.74518809671997, 14.685026482815687 52.0899474147552, 14.437599725002201 52.62485016540839, 14.074521111719434 52.98126251892535, 14.353315463934138 53.24817129171297, 14.119686313542559 53.75702912049104, 14.802900424873458 54.05070628520575, 16.36347700365573 54.513158677785725, 17.622831658608675 54.85153595643291, 18.62085859546164 54.68260569927078, 18.696254510175464 54.43871877706929, 19.660640089606403 54.42608388937393, 20.892244500418627 54.31252492941253, 22.731098667092652 54.327536932993326, 23.24398725758951 54.22056671814914, 23.48412763844985 53.91249766704114))"
676,666,Uzbekistan,41,6.174,0.745,1.529,0.756,0.631,0.24,0.322,2019,"POLYGON ((55.96819135928291 41.30864166926936, 55.928917270741096 44.99585846615911, 58.50312706892845 45.586804307632974, 58.68998904809581 45.50001373959873, 60.23997195825834 44.78403677019473, 61.05831994003245 44.40581696225051, 62.01330040878625 43.50447663021565, 63.18578698105657 43.650074978198006, 64.90082441595928 43.72808055274258, 66.09801232286509 42.997660020513095, 66.02339155463562 41.99464630794404, 66.51064863471572 41.987644151368556, 66.71404707221652 41.1684435084615, 67.98585574735182 41.13599070898222, 68.25989586779562 40.6623245305949, 68.63248294462002 40.66868073176681, 69.07002729683524 41.38424428971234, 70.3889648782208 42.08130768489745, 70.96231489449914 42.266154283205495, 71.25924767444823 42.16771067968946, 70.42002241402821 41.51999827734314, 71.1578585142916 41.14358714452912, 71.87011478057047 41.392900092121266, 73.05541710804917 40.866033026689465, 71.77487511585656 40.14584442805378, 71.01419803252017 40.24436554621823, 70.60140669137269 40.21852733007229, 70.45815962105962 40.49649485937029, 70.66662234892505 40.960213324541414, 69.32949466337283 40.72782440852485, 69.0116329283455 40.08615814875667, 68.53641645698943 39.53345286717894, 67.70142866401736 39.58047842056453, 67.44221967964131 39.140143541005486, 68.17602501818592 38.901553453113905, 68.39203250516596 38.15702525486874, 67.82999962755952 37.144994004864685, 67.07578209825962 37.35614390720929, 66.51860680528867 37.36278432875879, 66.54615034370022 37.97468496352687, 65.2159989765074 38.4026950139843, 64.17022301621677 38.892406724598246, 63.51801476426103 39.36325653742564, 62.374260288345006 40.05388621679039, 61.88271406438469 41.084856879229406, 61.54717898951356 41.266370347654615, 60.465952996670694 41.22032664648255, 60.083340691981675 41.425146185871405, 59.976422153569786 42.22308197689021, 58.62901085799146 42.75155101172305, 57.78652998233708 42.17055288346552, 56.932215203687804 41.826026109375604, 57.0963912290791 41.32231008561057, 55.96819135928291 41.30864166926936))"
677,667,Lithuania,42,6.149,1.238,1.515,0.818,0.291,0.042,0.043,2019,"POLYGON ((26.494331495883756 55.615106919977634, 26.58827924979039 55.16717560487167, 25.7684326514798 54.84696259217509, 25.536353794056993 54.28242340760253, 24.450683628037037 53.905702216194754, 23.48412763844985 53.91249766704114, 23.24398725758951 54.22056671814914, 22.731098667092652 54.327536932993326, 22.65105187347254 54.582740993866736, 22.75776370615526 54.85657440858138, 22.315723504330577 55.015298570365864, 21.268448927503467 55.190481675835315, 21.055800408622417 56.031076361711065, 22.201156853939494 56.33780182557949, 23.878263787539964 56.27367137310527, 24.86068444184076 56.37252838807963, 25.000934279080894 56.16453074810484, 25.533046502390334 56.100296942766036, 26.494331495883756 55.615106919977634))"
678,668,Colombia,43,6.125,0.985,1.41,0.841,0.47,0.034,0.099,2019,"POLYGON ((-66.87632585312258 1.253360500489336, -67.0650481838525 1.130112209473225, -67.2599975246736 1.719998684084956, -67.5378100246747 2.03716278727633, -67.86856502955884 1.692455145673392, -69.81697323269162 1.714805202639624, -69.80459672715773 1.089081122233466, -69.21863766140018 0.985676581217433, -69.25243404811906 0.602650865070075, -69.45239600287246 0.706158758950693, -70.01556576198931 0.541414292804205, -70.02065589057005 -0.185156345219539, -69.5770653957766 -0.549991957200163, -69.42048580593223 -1.122618503426409, -69.44410193548961 -1.556287123219818, -69.89363521999663 -4.298186944194327, -70.39404395209499 -3.766591485207825, -70.69268205430971 -3.742872002785859, -70.04770850287485 -2.725156345229699, -70.81347571479196 -2.256864515800743, -71.41364579942979 -2.342802422702128, -71.7747607082854 -2.169789727388938, -72.32578650581365 -2.434218031426454, -73.07039221870724 -2.308954359550953, -73.6595035468346 -1.260491224781134, -74.12239518908906 -1.002832533373848, -74.44160051135597 -0.530820000819887, -75.10662451852008 -0.05720549886486, -75.37322323271385 -0.15203175212045, -75.8014658271166 0.084801337073202, -76.29231441924097 0.416047268064119, -76.5763797675494 0.256935533037435, -77.4249843004304 0.395686753741117, -77.66861284047044 0.825893052570962, -77.85506140817952 0.809925034992773, -78.85525875518871 1.380923773601822, -78.99093522817104 1.691369940595251, -78.61783138702371 1.766404120283056, -78.66211808949785 2.267355454920477, -78.42761043975733 2.629555568854215, -77.93154252797149 2.696605739752926, -77.51043128122501 3.325016994638247, -77.12768978545526 3.849636135265357, -77.49627193877703 4.087606105969428, -77.3076012844794 4.667984117039452, -77.53322058786573 5.582811997902497, -77.31881507028675 5.84535411216136, -77.47666073272228 6.691116441266303, -77.88157141794525 7.223771267114785, -77.7534138658614 7.709839789252143, -77.43110795765699 7.638061224798734, -77.24256649444008 7.935278225125444, -77.47472286651133 8.524286200388218, -77.35336076527386 8.67050466555807, -76.83667395700357 8.638749497914716, -76.08638383655786 9.336820583529487, -75.67460018584006 9.443248195834599, -75.66470414905618 9.774003200718738, -75.48042599150335 10.618990383339309, -74.90689510771199 11.083044745320322, -74.27675269234489 11.102035834187587, -74.1972226630477 11.310472723836867, -73.41476396350029 11.22701528568548, -72.62783525255963 11.731971543825523, -72.23819495307892 11.955549628136326, -71.75409013536864 12.437303168177309, -71.3998223537917 12.376040757695293, -71.13746110704588 12.112981879113505, -71.3315836249503 11.776284084515808, -71.97392167833829 11.60867157637712, -72.22757544624294 11.10870209395324, -72.61465776232521 10.821975409381778, -72.9052860175347 10.450344346554772, -73.02760413276957 9.736770331252444, -73.30495154488005 9.151999823437606, -72.7887298245004 9.085027167187334, -72.6604947577681 8.625287787302682, -72.43986223009796 8.405275376820029, -72.36090064155597 8.002638454617895, -72.47967892117885 7.632506008327354, -72.44448727078807 7.423784898300482, -72.19835242378188 7.340430813013683, -71.96017574734864 6.991614895043539, -70.67423356798152 7.087784735538719, -70.09331295437242 6.96037649172311, -69.38947994655712 6.099860541198836, -68.98531856960236 6.206804917826858, -68.26505245631823 6.153268133972475, -67.69508724635502 6.267318020040647, -67.34143958196557 6.095468044454023, -67.52153194850275 5.556870428891969, -67.74469662135522 5.221128648291668, -67.82301225449355 4.503937282728899, -67.62183590358129 3.839481716319995, -67.33756384954368 3.542342230641722, -67.30317318385345 3.31845408773718, -67.8099381171237 2.820655015469569, -67.44709204778631 2.600280869960869, -67.18129431829307 2.250638129074062, -66.87632585312258 1.253360500489336))"
679,669,Slovenia,44,6.118,1.258,1.523,0.953,0.564,0.057,0.144,2019,"POLYGON ((13.806475457421527 46.509306138691215, 14.63247155117483 46.43181732846955, 15.137091912504985 46.65870270444703, 16.011663852612656 46.6836107448117, 16.202298211337364 46.85238597267696, 16.370504998447416 46.841327216166505, 16.564808383864857 46.50375092221983, 15.768732944408553 46.23810822202345, 15.671529575267556 45.83415355079788, 15.323953891672405 45.73178253842768, 15.327674594797429 45.45231639259333, 14.935243767972935 45.471695054702685, 14.595109490627806 45.634940904312714, 14.411968214585414 45.46616567644746, 13.715059848697223 45.500323798192376, 13.937630242578308 45.59101593686462, 13.698109978905478 46.01677806251735, 13.806475457421527 46.509306138691215))"
680,670,Nicaragua,45,6.105,0.694,1.325,0.835,0.435,0.127,0.2,2019,"POLYGON ((-83.65561174186158 10.938764146361422, -83.89505449088595 10.726839097532446, -84.19017859570485 10.793450018756674, -84.35593075228104 10.999225572142905, -84.67306901725627 11.082657172078143, -84.90300330273895 10.952303371621896, -85.5618519762442 11.217119248901597, -85.7125404528073 11.088444932494824, -86.05848832878526 11.403438625529944, -86.52584998243296 11.806876532432597, -86.74599158399633 12.143961900272487, -87.16751624220116 12.458257961471658, -87.66849341505471 12.909909979702633, -87.55746660027562 13.064551703336065, -87.39238623731923 12.914018256069838, -87.31665442579549 12.984685777228975, -87.00576900912758 13.025794379117158, -86.88055701368438 13.254204209847217, -86.7338217841916 13.263092556201443, -86.75508663607971 13.754845485890913, -86.52070817741992 13.778487453664468, -86.31214209668993 13.77135610600817, -86.09626380079061 14.038187364147234, -85.80129472526859 13.83605499923759, -85.69866533073696 13.960078436738002, -85.51441301140028 14.079011745657908, -85.16536454948482 14.354369615125051, -85.14875057650296 14.560196844943617, -85.05278744173694 14.551541042534723, -84.9245006985724 14.79049286545235, -84.82003679069436 14.81958669683267, -84.64958207877964 14.666805324761867, -84.4493359036486 14.621614284722511, -84.22834164095241 14.74876414637663, -83.97572140169359 14.749435939996488, -83.62858496777292 14.880073960830302, -83.48998877636612 15.016267198135537, -83.14721900097413 14.99582916916411, -83.23323442252394 14.899866034398102, -83.2841615465476 14.6766238468972, -83.18212643098728 14.31070302983845, -83.41249996614445 13.970077826386557, -83.51983191601468 13.567699286345883, -83.55220720084554 13.127054348193086, -83.49851538769427 12.869292303921227, -83.47332312695198 12.419087225794428, -83.62610449902292 12.320850328007566, -83.71961300325506 11.893124497927728, -83.65085751009072 11.62903209070012, -83.8554703437504 11.373311265503787, -83.80893571647155 11.103043524617275, -83.65561174186158 10.938764146361422))"
681,671,Kosovo,46,6.1,0.882,1.232,0.758,0.489,0.006,0.262,2019,"POLYGON ((20.590246546680227 41.855408919283626, 20.52295 42.21787, 20.283754510181893 42.32025950781508, 20.0707 42.58863, 20.25758 42.81275000000011, 20.49679 42.88469, 20.63508 43.21671, 20.81448 43.27205, 20.95651 43.13094, 21.143395 43.06868500000013, 21.27421 42.90959, 21.43866 42.86255, 21.63302 42.67717, 21.77505 42.6827, 21.66292 42.43922, 21.54332 42.3202500000001, 21.57663598940212 42.24522439706186, 21.35270000000014 42.2068, 20.76216 42.05186, 20.71731000000011 41.84711, 20.590246546680227 41.855408919283626))"
682,672,Argentina,47,6.086,1.092,1.432,0.881,0.471,0.05,0.066,2019,
683,673,Romania,48,6.07,1.162,1.232,0.825,0.462,0.005,0.083,2019,"POLYGON ((28.23355350109904 45.48828318946829, 28.67977949393938 45.304030870131704, 29.149724969201653 45.464925442072456, 29.603289015427436 45.293308010431126, 29.62654340995877 45.0353909368624, 29.141611769331835 44.820210272799045, 28.8378577003202 44.913873806328056, 28.558081495891997 43.70746165625813, 27.970107049275075 43.81246816667522, 27.242399529740908 44.175986029632405, 26.065158725699746 43.94349376075127, 25.569271681426926 43.68844472917472, 24.100679152124172 43.74105133724785, 23.332302280376325 43.897010809904714, 22.944832391051847 43.82378530534713, 22.65714969248299 44.23492300066128, 22.4740084164406 44.40922760678177, 22.705725538837356 44.57800283464702, 22.459022251075936 44.7025171982543, 22.14508792490281 44.47842234962059, 21.56202273935361 44.7689472519655, 21.48352623870221 45.18117015235788, 20.874312778413355 45.416375433934235, 20.762174920339987 45.734573065771485, 20.220192498462836 46.127468980486555, 21.02195234547125 46.3160879583519, 21.626514926853872 46.99423777931816, 22.099767693782837 47.6724392767167, 22.710531447040495 47.88219391538941, 23.142236362406805 48.09634105080695, 23.76095828623741 47.985598456405455, 24.40205610525038 47.98187775328043, 24.866317172960578 47.737525743188314, 25.20774336111299 47.89105642352747, 25.9459411964024 47.987148749374214, 26.19745039236693 48.22088125263035, 26.619336785597795 48.22072622333347, 26.924176059687568 48.123264472030996, 27.233872918412743 47.82677094175638, 27.551166212684848 47.40511709247083, 28.128030226359044 46.810476386088254, 28.160017937947714 46.37156260841722, 28.0544429867754 45.944586086605625, 28.23355350109904 45.48828318946829))"
684,674,Cyprus,49,6.046,1.263,1.223,1.042,0.406,0.041,0.19,2019,"POLYGON ((32.73178022637745 35.14002594658844, 32.919572381326134 35.08783274997364, 33.19097700372305 35.17312470147138, 33.3838334490363 35.16271190036457, 33.45592207208347 35.10142365166641, 33.47581749851585 35.000344550103506, 33.5256852556775 35.03868846286407, 33.675391880027064 35.01786286065045, 33.86643965021011 35.09359467217419, 33.97361657078346 35.058506374648005, 34.00488081232004 34.97809784600186, 32.97982710137845 34.57186941175544, 32.49029625827754 34.701654771456475, 32.25666710788596 35.10323232679663, 32.73178022637745 35.14002594658844))"
685,675,Ecuador,50,6.028,0.912,1.312,0.868,0.498,0.087,0.126,2019,"POLYGON ((-75.37322323271385 -0.15203175212045, -75.23372270374195 -0.911416924649529, -75.54499569365204 -1.56160979574588, -76.63539425322672 -2.608677666843818, -77.83790483265861 -3.003020521663103, -78.45068396677564 -3.873096612161376, -78.63989722361234 -4.547784112164074, -79.20528906931773 -4.959128513207389, -79.62497921417618 -4.454198093283495, -80.02890804718561 -4.346090996928893, -80.44224199087216 -4.425724379090674, -80.46929460317695 -4.059286797708999, -80.18401485870967 -3.821161797708044, -80.30256059438722 -3.404856459164713, -79.77029334178093 -2.65751189535964, -79.98655921092242 -2.220794366061014, -80.36878394236925 -2.685158786635788, -80.96776546906436 -2.246942640800704, -80.76480628123804 -1.965047702648533, -80.93365902375172 -1.057454522306358, -80.58337032746127 -0.906662692878683, -80.39932471385376 -0.283703301600141, -80.02089820018037 0.360340074053468, -80.09060970734211 0.768428859862397, -79.5427620103998 0.982937730305963, -78.85525875518871 1.380923773601822, -77.85506140817952 0.809925034992773, -77.66861284047044 0.825893052570962, -77.4249843004304 0.395686753741117, -76.5763797675494 0.256935533037435, -76.29231441924097 0.416047268064119, -75.8014658271166 0.084801337073202, -75.37322323271385 -0.15203175212045))"
686,676,Kuwait,51,6.021,1.5,1.319,0.808,0.493,0.097,0.142,2019,"POLYGON ((47.974519077349896 29.975819200148504, 48.18318851094449 29.534476630159762, 48.09394331237642 29.306299343375002, 48.416094191283946 28.55200429942667, 47.708850538937384 28.526062730416143, 47.45982181172283 29.002519436147224, 46.568713413281756 29.09902517345229, 47.30262210469096 30.059069932570722, 47.974519077349896 29.975819200148504))"
